"entityId","acquisitionDate","cloudCover","processingLevel","path","row","min_lat","min_lon","max_lat","max_lon","download_url"
"LC80250312016270LGN00",2016-09-26 16:47:41,0.09,"L1T",25,31,40.67286,-92.78572,42.82045,-90.05992,"https://s3-us-west-2.amazonaws.com/landsat-pds/L8/025/031/LC80250312016270LGN00/index.html"
